"idTeam","team","nDays","id","dev_maturity","audit","exposure","exposure_id","severity","hits","severity_id","time_adj","beta_prob","fix_time","fix_date","status","first.seen","last.seen","week.fseen","week.lseen","group"
1,"external audit",26,36,3,0,"external",1,"critical",3,2,0.382000661072234,0.301926911746136,27,53,0,2020-01-27,2020-02-23,4,8,1
1,"external audit",26,37,3,0,"external",1,"critical",3,2,0.44729500355799,0.350622283343136,29,55,0,2020-01-27,2020-02-25,4,9,1
1,"external audit",28,38,3,0,"external",1,"critical",1,2,0.925409626825894,0.217580410329572,21,49,0,2020-01-29,2020-02-19,5,8,1
1,"external audit",46,39,3,0,"external",1,"critical",2,2,0.0711803395854428,0.383752183183155,44,90,0,2020-02-16,2020-03-31,7,14,1
1,"external audit",46,40,3,0,"external",1,"critical",2,2,0.01,0.350853626592335,25,71,0,2020-02-16,2020-03-12,7,11,1
1,"external audit",48,41,3,0,"external",1,"critical",2,2,0.137968935801392,0.214790030645806,17,65,0,2020-02-18,2020-03-06,8,10,1
1,"external audit",48,42,3,0,"external",1,"critical",2,2,0.01,0.319160890282649,27,75,0,2020-02-18,2020-03-16,8,11,1
1,"external audit",84,43,3,0,"external",1,"critical",1,2,0.701736237590863,0.369936475786222,29,113,0,2020-03-25,2020-04-23,13,17,1
1,"external audit",144,44,3,0,"external",1,"critical",1,2,0.045798424688226,0.129763808079329,14,158,0,2020-05-24,2020-06-07,21,23,1
1,"external audit",189,45,3,0,"external",1,"critical",1,2,0.01,0.0904284837104934,6,195,0,2020-07-08,2020-07-14,28,29,1
1,"external audit",303,46,3,0,"external",1,"critical",2,2,0.155144241432192,0.244462752569338,24,327,0,2020-10-30,2020-11-23,44,47,1
1,"external audit",303,47,3,0,"external",1,"critical",2,2,0.01,0.100384201144681,6,309,0,2020-10-30,2020-11-05,44,45,1
1,"external audit",307,48,3,0,"external",1,"critical",3,2,0.215516295432762,0.0448441638090873,5,312,0,2020-11-03,2020-11-08,45,45,1
1,"external audit",307,49,3,0,"external",1,"critical",3,2,0.0629507323241666,0.187252390748818,12,319,0,2020-11-03,2020-11-15,45,46,1
1,"external audit",307,50,3,0,"external",1,"critical",3,2,0.390280485231937,0.171389962253413,14,321,0,2020-11-03,2020-11-17,45,47,1
2,"partner audit",83,51,3,0,"partner",2,"critical",2,2,0.01,0.266564804440673,17,100,0,2020-03-24,2020-04-10,13,15,1
2,"partner audit",83,52,3,0,"partner",2,"critical",2,2,0.01,0.312958134928281,18,101,0,2020-03-24,2020-04-11,13,15,1
2,"partner audit",91,53,3,0,"partner",2,"critical",2,2,0.271495304453471,0.408634231908599,36,127,0,2020-04-01,2020-05-07,14,19,1
2,"partner audit",91,54,3,0,"partner",2,"critical",2,2,0.191462951038935,0.167596261070371,19,110,0,2020-04-01,2020-04-20,14,16,1
2,"partner audit",92,55,3,0,"partner",2,"critical",1,2,0.14240415545029,0.216094324483491,13,105,0,2020-04-02,2020-04-15,14,16,1
2,"partner audit",106,56,3,0,"partner",2,"critical",2,2,0.01,0.476309015091001,37,143,0,2020-04-16,2020-05-23,16,21,1
2,"partner audit",106,57,3,0,"partner",2,"critical",2,2,0.433540894890184,0.44880641396985,38,144,0,2020-04-16,2020-05-24,16,21,1
2,"partner audit",115,58,3,0,"partner",2,"critical",1,2,0.184758070733024,0.50350118377169,39,154,0,2020-04-25,2020-06-03,17,23,1
2,"partner audit",147,59,3,0,"partner",2,"critical",1,2,0.279166195429039,0.574892826288434,49,196,0,2020-05-27,2020-07-15,22,29,1
2,"partner audit",159,60,3,0,"partner",2,"critical",2,2,0.141488990133278,0.483205511355835,37,196,0,2020-06-08,2020-07-15,23,29,1
2,"partner audit",159,61,3,0,"partner",2,"critical",2,2,0.840660124324506,0.439631876465646,52,211,0,2020-06-08,2020-07-30,23,31,1
2,"partner audit",174,62,3,0,"partner",2,"critical",1,2,0.343621705017373,0.299697830756788,32,206,0,2020-06-23,2020-07-25,26,30,1
2,"partner audit",188,63,3,0,"partner",2,"critical",2,2,0.165916040139683,0.221319622069749,18,206,0,2020-07-07,2020-07-25,28,30,1
2,"partner audit",188,64,3,0,"partner",2,"critical",2,2,0.01,0.48588603570653,27,215,0,2020-07-07,2020-08-03,28,31,1
2,"partner audit",233,65,3,0,"partner",2,"critical",1,2,0.01,0.250054967781115,17,250,0,2020-08-21,2020-09-07,34,36,1
2,"partner audit",244,66,3,0,"partner",2,"critical",1,2,0.01,0.176774974800255,11,255,0,2020-09-01,2020-09-12,36,37,1
2,"partner audit",262,67,3,0,"partner",2,"critical",1,2,0.240831794135959,0.179317368748995,14,276,0,2020-09-19,2020-10-03,38,40,1
2,"partner audit",277,68,3,0,"partner",2,"critical",2,2,0.01,0.373549478811349,27,304,0,2020-10-04,2020-10-31,40,44,1
2,"partner audit",277,69,3,0,"partner",2,"critical",2,2,0.644755040052745,0.255291019754515,25,302,0,2020-10-04,2020-10-29,40,44,1
2,"partner audit",279,70,3,0,"partner",2,"critical",1,2,0.102705989771948,0.228248159765607,14,293,0,2020-10-06,2020-10-20,41,43,1
2,"partner audit",304,71,3,0,"partner",2,"critical",1,2,0.00814788714017334,0.266594046813013,19,323,0,2020-10-31,2020-11-19,44,47,1
2,"partner audit",310,72,3,0,"partner",2,"critical",3,2,0.222588726670445,0.354090314999373,25,335,0,2020-11-06,2020-12-01,45,49,1
2,"partner audit",310,73,3,0,"partner",2,"critical",3,2,0.332997703897281,0.215067378909023,26,336,0,2020-11-06,2020-12-02,45,49,1
2,"partner audit",310,74,3,0,"partner",2,"critical",3,2,0.01,0.112406318587218,6,316,0,2020-11-06,2020-11-12,45,46,1
2,"partner audit",328,75,3,0,"partner",2,"critical",1,2,0.354724599921407,0.306656757266248,27,355,0,2020-11-24,2020-12-21,48,51,1
2,"partner audit",351,76,3,0,"partner",2,"critical",4,2,0.737378682746355,0.244999285177133,25,376,0,2020-12-17,2021-01-11,51,54,1
2,"partner audit",351,77,3,0,"partner",2,"critical",4,2,0.102351825385065,0.101833154631172,6,357,0,2020-12-17,2020-12-23,51,52,1
2,"partner audit",351,78,3,0,"partner",2,"critical",4,2,0.01,0.183121578568577,15,366,0,2020-12-17,2021-01-01,51,53,1
2,"partner audit",351,79,3,0,"partner",2,"critical",4,2,0.223307925950989,0.218464732678973,14,365,0,2020-12-17,2020-12-31,51,53,1
3,"internal audit",7,80,3,0,"internal",3,"critical",2,2,0.01,0.283877250926857,19,26,0,2020-01-08,2020-01-27,2,4,1
3,"internal audit",7,81,3,0,"internal",3,"critical",2,2,0.295636217076396,0.43683476527541,51,58,0,2020-01-08,2020-02-28,2,9,1
3,"internal audit",30,82,3,0,"internal",3,"critical",1,2,0.232092458238506,0.38644065538247,39,69,0,2020-01-31,2020-03-10,5,11,1
3,"internal audit",34,83,3,0,"internal",3,"critical",1,2,0.01,0.429014401286899,34,68,0,2020-02-04,2020-03-09,6,10,1
3,"internal audit",36,84,3,0,"internal",3,"critical",1,2,0.121233659598616,0.320768129044532,29,65,0,2020-02-06,2020-03-06,6,10,1
3,"internal audit",49,85,3,0,"internal",3,"critical",1,2,0.0814140679168148,0.329113384735707,34,83,0,2020-02-19,2020-03-24,8,13,1
3,"internal audit",107,86,3,0,"internal",3,"critical",1,2,0.697838673305512,0.349855190068321,53,160,0,2020-04-17,2020-06-09,16,24,1
3,"internal audit",128,87,3,0,"internal",3,"critical",1,2,0.341707587975612,0.14469175953486,17,145,0,2020-05-08,2020-05-25,19,21,1
3,"internal audit",165,88,3,0,"internal",3,"critical",1,2,0.50518665639818,0.40141512980939,52,217,0,2020-06-14,2020-08-05,24,32,1
3,"internal audit",167,89,3,0,"internal",3,"critical",2,2,0.0395104591923091,0.370838642936014,27,194,0,2020-06-16,2020-07-13,25,28,1
3,"internal audit",167,90,3,0,"internal",3,"critical",2,2,0.01,0.258716879052923,21,188,0,2020-06-16,2020-07-07,25,28,1
3,"internal audit",170,91,3,0,"internal",3,"critical",1,2,0.528613591374355,0.326855681607851,37,207,0,2020-06-19,2020-07-26,25,30,1
4,"external no audit",8,92,3,1,"external",1,"critical",1,2,0.01,0.427833364600743,31,39,0,2020-01-09,2020-02-09,2,6,1
4,"external no audit",12,93,3,1,"external",1,"critical",1,2,0.01,0.426317121104134,30,42,0,2020-01-13,2020-02-12,2,7,1
4,"external no audit",42,94,3,1,"external",1,"critical",1,2,0.743894336455032,0.31993891066126,41,83,0,2020-02-12,2020-03-24,7,13,1
4,"external no audit",120,95,3,1,"external",1,"critical",1,2,0.01,0.325691074969749,22,142,0,2020-04-30,2020-05-22,18,21,1
4,"external no audit",210,96,3,1,"external",1,"critical",1,2,0.231617862377467,0.272663375373477,15,225,0,2020-07-29,2020-08-13,31,33,1
4,"external no audit",260,97,3,1,"external",1,"critical",2,2,0.173236206260801,0.342513795121032,26,286,0,2020-09-17,2020-10-13,38,42,1
4,"external no audit",260,98,3,1,"external",1,"critical",2,2,0.214920814369907,0.178230173209786,17,277,0,2020-09-17,2020-10-04,38,40,1
4,"external no audit",283,99,3,1,"external",1,"critical",3,2,0.141797003333177,0.264734236893197,17,300,0,2020-10-10,2020-10-27,41,44,1
4,"external no audit",283,100,3,1,"external",1,"critical",3,2,0.219783022746954,0.16456824170661,18,301,0,2020-10-10,2020-10-28,41,44,1
4,"external no audit",283,101,3,1,"external",1,"critical",3,2,0.149423724929808,0.368474316897774,29,312,0,2020-10-10,2020-11-08,41,45,1
4,"external no audit",309,102,3,1,"external",1,"critical",2,2,0.36008605508457,0.236588089109945,22,331,0,2020-11-05,2020-11-27,45,48,1
4,"external no audit",309,103,3,1,"external",1,"critical",2,2,0.01,0.112042909952171,6,315,0,2020-11-05,2020-11-11,45,46,1
4,"external no audit",346,104,3,1,"external",1,"critical",1,2,0.029301556478726,0.378988932201582,32,378,0,2020-12-12,2021-01-13,50,54,1
4,"external no audit",358,105,3,1,"external",1,"critical",1,2,0.0505366487415399,0.285453237628596,19,377,0,2020-12-24,2021-01-12,52,54,1
5,"partner no audit",7,106,3,1,"partner",2,"critical",2,2,0.01,0.366572107841122,35,42,0,2020-01-08,2020-02-12,2,7,1
5,"partner no audit",7,107,3,1,"partner",2,"critical",2,2,0.15192138622008,0.391257030486169,38,45,0,2020-01-08,2020-02-15,2,7,1
5,"partner no audit",40,108,3,1,"partner",2,"critical",3,2,0.0807723266119011,0.242695961956924,26,66,1,2020-02-10,2020-03-07,6,10,1
5,"partner no audit",40,109,3,1,"partner",2,"critical",3,2,0.0180103775369037,0.375872644987234,33,73,0,2020-02-10,2020-03-14,6,11,1
5,"partner no audit",40,110,3,1,"partner",2,"critical",3,2,0.01,0.452406474854373,43,83,1,2020-02-10,2020-03-24,6,13,1
5,"partner no audit",64,111,3,1,"partner",2,"critical",1,2,0.317259980281178,0.329287646527051,32,96,0,2020-03-05,2020-04-06,10,14,1
5,"partner no audit",75,112,3,1,"partner",2,"critical",1,2,0.420290270119362,0.328122806479204,42,117,0,2020-03-16,2020-04-27,11,17,1
5,"partner no audit",94,113,3,1,"partner",2,"critical",1,2,0.740931303353452,0.419082315324972,67,161,0,2020-04-04,2020-06-10,14,24,1
5,"partner no audit",97,114,3,1,"partner",2,"critical",1,2,0.0929137044572092,0.203204882227082,21,118,0,2020-04-07,2020-04-28,15,18,1
5,"partner no audit",143,115,3,1,"partner",2,"critical",1,2,0.01,0.340774167079023,29,172,0,2020-05-23,2020-06-21,21,25,1
5,"partner no audit",191,116,3,1,"partner",2,"critical",1,2,0.0714024839649255,0.533768676132814,45,236,0,2020-07-10,2020-08-24,28,34,1
5,"partner no audit",221,117,3,1,"partner",2,"critical",1,2,0.01,0.285692874955531,25,246,0,2020-08-09,2020-09-03,32,36,1
5,"partner no audit",240,118,3,1,"partner",2,"critical",1,2,0.0948488631953431,0.334633690553335,34,274,0,2020-08-28,2020-10-01,35,40,1
5,"partner no audit",261,119,3,1,"partner",2,"critical",1,2,0.482089459126192,0.334036395487108,48,309,0,2020-09-18,2020-11-05,38,45,1
5,"partner no audit",282,120,3,1,"partner",2,"critical",2,2,0.271794658082744,0.248316063027091,24,306,0,2020-10-09,2020-11-02,41,44,1
5,"partner no audit",282,121,3,1,"partner",2,"critical",2,2,0.0333159748102069,0.407035590163711,46,328,0,2020-10-09,2020-11-24,41,48,1
5,"partner no audit",287,122,3,1,"partner",2,"critical",1,2,0.495399409763454,0.288721194037969,28,315,0,2020-10-14,2020-11-11,42,46,1
5,"partner no audit",314,123,3,1,"partner",2,"critical",3,2,0.243741372929669,0.26711167147034,26,340,0,2020-11-10,2020-12-06,46,49,1
5,"partner no audit",314,124,3,1,"partner",2,"critical",3,2,0.0142265926050666,0.237053905413248,21,335,0,2020-11-10,2020-12-01,46,49,1
5,"partner no audit",314,125,3,1,"partner",2,"critical",3,2,0.223328705555016,0.245281978583041,24,338,0,2020-11-10,2020-12-04,46,49,1
5,"partner no audit",323,126,3,1,"partner",2,"critical",1,2,0.172297134365004,0.172436779700482,21,344,1,2020-11-19,2020-12-10,47,50,1
6,"internal no audit",55,127,3,1,"internal",3,"critical",1,2,0.01,0.402131683101452,43,98,1,2020-02-25,2020-04-08,9,15,1
6,"internal no audit",79,128,3,1,"internal",3,"critical",1,2,0.01,0.36046715781032,34,113,0,2020-03-20,2020-04-23,12,17,1
6,"internal no audit",108,129,3,1,"internal",3,"critical",1,2,0.498826740384286,0.373229839567421,59,167,0,2020-04-18,2020-06-16,16,25,1
6,"internal no audit",118,130,3,1,"internal",3,"critical",1,2,0.197419079683182,0.251897965546428,31,149,0,2020-04-28,2020-05-29,18,22,1
6,"internal no audit",207,131,3,1,"internal",3,"critical",1,2,0.0301368518867119,0.364196754770432,34,241,0,2020-07-26,2020-08-29,30,35,1
6,"internal no audit",248,132,3,1,"internal",3,"critical",1,2,0.01,0.299394386852607,33,281,0,2020-09-05,2020-10-08,36,41,1
6,"internal no audit",277,133,3,1,"internal",3,"critical",1,2,0.01,0.236086126212461,23,300,0,2020-10-04,2020-10-27,40,44,1
6,"internal no audit",279,134,3,1,"internal",3,"critical",2,2,0.01,0.401685036351989,39,318,0,2020-10-06,2020-11-14,41,46,1
6,"internal no audit",279,135,3,1,"internal",3,"critical",2,2,0.254341907514375,0.243211029639168,34,313,0,2020-10-06,2020-11-09,41,45,1
6,"internal no audit",291,136,3,1,"internal",3,"critical",1,2,0.77488667974299,0.280371464277852,42,333,0,2020-10-18,2020-11-29,42,48,1
6,"internal no audit",327,137,3,1,"internal",3,"critical",1,2,0.25209336480093,0.409886145503887,46,373,0,2020-11-23,2021-01-08,47,54,1
1,"external audit",10,138,3,0,"external",1,"high",1,3,0.301234623758065,0.30743670688578,37,47,0,2020-01-11,2020-02-17,2,7,1
1,"external audit",62,139,3,0,"external",1,"high",1,3,0.01,0.411472586893607,48,110,0,2020-03-03,2020-04-20,10,16,1
1,"external audit",83,140,3,0,"external",1,"high",1,3,0.01,0.47415934305518,41,124,0,2020-03-24,2020-05-04,13,18,1
1,"external audit",94,141,3,0,"external",1,"high",1,3,0.01,0.230801499393023,33,127,0,2020-04-04,2020-05-07,14,19,1
1,"external audit",103,142,3,0,"external",1,"high",1,3,0.01,0.284289282715162,33,136,0,2020-04-13,2020-05-16,15,20,1
1,"external audit",127,143,3,0,"external",1,"high",1,3,0.01,0.304211660274297,16,143,0,2020-05-07,2020-05-23,19,21,1
1,"external audit",131,144,3,0,"external",1,"high",3,3,0.135830750430652,0.499928950384015,58,189,0,2020-05-11,2020-07-08,19,28,1
1,"external audit",131,145,3,0,"external",1,"high",3,3,0.186581279265867,0.312978607555919,42,173,0,2020-05-11,2020-06-22,19,25,1
1,"external audit",131,146,3,0,"external",1,"high",3,3,0.00360746641968826,0.329858973041078,30,161,0,2020-05-11,2020-06-10,19,24,1
1,"external audit",137,147,3,0,"external",1,"high",2,3,0.01,0.355403624148481,35,172,0,2020-05-17,2020-06-21,20,25,1
1,"external audit",137,148,3,0,"external",1,"high",2,3,0.071504840760841,0.416330105348292,54,191,0,2020-05-17,2020-07-10,20,28,1
1,"external audit",161,149,3,0,"external",1,"high",2,3,0.122240678815883,0.19759045715607,17,178,0,2020-06-10,2020-06-27,24,26,1
1,"external audit",161,150,3,0,"external",1,"high",2,3,0.567026873514998,0.328716580221756,55,216,0,2020-06-10,2020-08-04,24,32,1
1,"external audit",167,151,3,0,"external",1,"high",1,3,0.01,0.267890514173544,18,185,0,2020-06-16,2020-07-04,25,27,1
1,"external audit",168,152,3,0,"external",1,"high",3,3,0.01,0.369124014957351,34,202,0,2020-06-17,2020-07-21,25,30,1
1,"external audit",168,153,3,0,"external",1,"high",3,3,0.251752453078065,0.284141469360159,39,207,0,2020-06-17,2020-07-26,25,30,1
1,"external audit",168,154,3,0,"external",1,"high",3,3,0.0343941527648738,0.422940522290294,43,211,0,2020-06-17,2020-07-30,25,31,1
1,"external audit",184,155,3,0,"external",1,"high",1,3,0.01,0.462037958649283,45,229,0,2020-07-03,2020-08-17,27,33,1
1,"external audit",198,156,3,0,"external",1,"high",1,3,0.658859844732428,0.477997504513829,78,276,0,2020-07-17,2020-10-03,29,40,1
1,"external audit",222,157,3,0,"external",1,"high",1,3,0.0725025718804945,0.304396013004615,33,255,0,2020-08-10,2020-09-12,32,37,1
1,"external audit",230,158,3,0,"external",1,"high",1,3,0.64017715214754,0.339488557224287,59,289,0,2020-08-18,2020-10-16,34,42,1
1,"external audit",261,159,3,0,"external",1,"high",1,3,0.635879284888113,0.426669814085529,78,339,0,2020-09-18,2020-12-05,38,49,1
1,"external audit",275,160,3,0,"external",1,"high",2,3,0.292507879163556,0.339458889682921,38,313,1,2020-10-02,2020-11-09,40,45,1
1,"external audit",275,161,3,0,"external",1,"high",2,3,0.319856417834821,0.316774610606676,49,324,0,2020-10-02,2020-11-20,40,47,1
1,"external audit",301,162,3,0,"external",1,"high",1,3,0.01,0.417413598414733,41,342,0,2020-10-28,2020-12-08,44,50,1
1,"external audit",330,163,3,0,"external",1,"high",1,3,0.01,0.181483632597624,22,352,0,2020-11-26,2020-12-18,48,51,1
1,"external audit",352,164,3,0,"external",1,"high",1,3,0.01,0.280248662190974,32,384,0,2020-12-18,2021-01-19,51,55,1
2,"partner audit",15,165,3,0,"partner",2,"high",1,3,0.751892761137685,0.409249990111631,87,102,0,2020-01-16,2020-04-12,3,15,1
2,"partner audit",21,166,3,0,"partner",2,"high",2,3,0.01,0.407326086300517,55,76,0,2020-01-22,2020-03-17,4,12,1
2,"partner audit",21,167,3,0,"partner",2,"high",2,3,0.0737401348537265,0.420306989481033,58,79,0,2020-01-22,2020-03-20,4,12,1
2,"partner audit",34,168,3,0,"partner",2,"high",1,3,0.615560946204097,0.329016391125892,57,91,0,2020-02-04,2020-04-01,6,14,1
2,"partner audit",47,169,3,0,"partner",2,"high",1,3,0.156717280769053,0.421458483142337,61,108,0,2020-02-17,2020-04-18,7,16,1
2,"partner audit",63,170,3,0,"partner",2,"high",1,3,0.251447250888831,0.351785887396508,58,121,1,2020-03-04,2020-05-01,10,18,1
2,"partner audit",72,171,3,0,"partner",2,"high",2,3,0.00905725961463863,0.349654980144324,42,114,0,2020-03-13,2020-04-24,11,17,1
2,"partner audit",72,172,3,0,"partner",2,"high",2,3,0.145894271281028,0.274130852854209,47,119,0,2020-03-13,2020-04-29,11,18,1
2,"partner audit",82,173,3,0,"partner",2,"high",1,3,0.01,0.301796629161287,37,119,0,2020-03-23,2020-04-29,12,18,1
2,"partner audit",98,174,3,0,"partner",2,"high",1,3,0.284790524608156,0.282983539995619,44,142,0,2020-04-08,2020-05-22,15,21,1
2,"partner audit",101,175,3,0,"partner",2,"high",1,3,0.01,0.442723727762101,54,155,0,2020-04-11,2020-06-04,15,23,1
2,"partner audit",147,176,3,0,"partner",2,"high",1,3,0.585058244232926,0.347893619689564,71,218,0,2020-05-27,2020-08-06,22,32,1
2,"partner audit",177,177,3,0,"partner",2,"high",2,3,0.01,0.414209959530478,52,229,0,2020-06-26,2020-08-17,26,33,1
2,"partner audit",177,178,3,0,"partner",2,"high",2,3,0.01,0.208153048664508,25,202,0,2020-06-26,2020-07-21,26,30,1
2,"partner audit",180,179,3,0,"partner",2,"high",1,3,0.153972677824157,0.318417418368864,48,228,0,2020-06-29,2020-08-16,26,33,1
2,"partner audit",189,180,3,0,"partner",2,"high",2,3,0.740033382702289,0.44039490572716,93,282,0,2020-07-08,2020-10-09,28,41,1
2,"partner audit",189,181,3,0,"partner",2,"high",2,3,0.338816510364025,0.32215883656017,56,245,0,2020-07-08,2020-09-02,28,36,1
2,"partner audit",191,182,3,0,"partner",2,"high",4,3,0.724285018324256,0.33796882029892,76,267,0,2020-07-10,2020-09-24,28,39,1
2,"partner audit",191,183,3,0,"partner",2,"high",4,3,0.01,0.40561972935997,51,242,0,2020-07-10,2020-08-30,28,35,1
2,"partner audit",191,184,3,0,"partner",2,"high",4,3,0.01,0.51536771455293,73,264,0,2020-07-10,2020-09-21,28,38,1
2,"partner audit",191,185,3,0,"partner",2,"high",4,3,0.290381483754591,0.329335609770261,56,247,0,2020-07-10,2020-09-04,28,36,1
2,"partner audit",228,186,3,0,"partner",2,"high",1,3,0.01,0.458095172057718,62,290,0,2020-08-16,2020-10-17,33,42,1
2,"partner audit",231,187,3,0,"partner",2,"high",2,3,0.01,0.268616069561045,36,267,0,2020-08-19,2020-09-24,34,39,1
2,"partner audit",231,188,3,0,"partner",2,"high",2,3,0.01,0.203268993003282,35,266,0,2020-08-19,2020-09-23,34,39,1
2,"partner audit",258,189,3,0,"partner",2,"high",1,3,0.01,0.364430396769291,52,310,0,2020-09-15,2020-11-06,38,45,1
2,"partner audit",261,190,3,0,"partner",2,"high",1,3,0.0828416628016675,0.285262441849346,40,301,0,2020-09-18,2020-10-28,38,44,1
2,"partner audit",273,191,3,0,"partner",2,"high",1,3,0.194620022754461,0.330726249431645,58,331,0,2020-09-30,2020-11-27,40,48,1
2,"partner audit",285,192,3,0,"partner",2,"high",3,3,0.01,0.455105963243209,56,341,1,2020-10-12,2020-12-07,41,49,1
2,"partner audit",285,193,3,0,"partner",2,"high",3,3,0.01,0.260343611540823,30,315,0,2020-10-12,2020-11-11,41,46,1
2,"partner audit",285,194,3,0,"partner",2,"high",3,3,0.137458813557443,0.277569074925172,39,324,0,2020-10-12,2020-11-20,41,47,1
2,"partner audit",318,195,3,0,"partner",2,"high",1,3,0.01,0.26775554207049,44,362,0,2020-11-14,2020-12-28,46,52,1
2,"partner audit",328,196,3,0,"partner",2,"high",4,3,0.308263865720849,0.294750311661184,39,367,0,2020-11-24,2021-01-02,48,53,1
