"team","week","group","first.seen","last.seen","status","time.diff","severity","vuln.date","week.end","id"
"10",1,"Test Team 1",2020-01-06,2020-02-25,1,50,"High","2018-02-02",8,161
"10",1,"Test Team 1",2020-01-07,2020-06-09,1,154,"High","2019-08-14",23,162
"10",1,"Test Team 1",2020-01-07,2020-06-09,1,154,"Critical","2019-04-10",23,163
"10",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-07-22",53,164
"10",1,"Test Team 1",2020-01-05,2020-03-03,1,58,"High","2019-12-13",9,165
"10",1,"Test Team 1",2020-01-07,2020-02-17,1,41,"Critical","2018-11-18",7,166
"10",1,"Test Team 1",2020-01-07,2020-05-05,1,119,"Critical","2019-01-21",18,167
"10",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-12-16",53,168
"10",1,"Test Team 1",2020-01-07,2020-05-18,1,132,"High","2019-11-07",20,169
"10",1,"Test Team 1",2020-01-07,2020-03-17,1,70,"Critical","2019-12-22",11,170
"1",2,"Test Team 1",2020-01-13,2020-08-16,1,216,"Critical","2019-10-17",33,171
"1",2,"Test Team 1",2020-01-14,2020-03-31,1,77,"High","2019-05-14",13,172
"1",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2019-08-02",3,173
"1",2,"Test Team 1",2020-01-14,2020-01-14,1,0,"Critical","2019-06-18",2,174
"1",2,"Test Team 1",2020-01-13,2020-01-13,1,0,"Critical","2019-01-24",2,175
"1",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2017-05-10",3,176
"1",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2018-07-28",53,177
"1",2,"Test Team 1",2020-01-14,2020-01-14,1,0,"Critical","2019-12-11",2,178
"1",2,"Test Team 1",2020-01-14,2020-02-11,1,28,"High","2019-02-03",6,179
"1",2,"Test Team 1",2020-01-13,2020-02-11,1,29,"High","2019-08-29",6,180
"1",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-10-15",53,181
"2",2,"Test Team 1",2020-01-12,2020-07-14,1,184,"Critical","2019-02-09",28,182
"2",2,"Test Team 1",2020-01-14,2020-04-20,1,97,"High","2019-09-26",16,183
"2",2,"Test Team 1",2020-01-14,2020-04-28,1,105,"High","2019-02-10",17,184
"2",2,"Test Team 1",2020-01-14,2020-04-07,1,84,"High","2018-04-23",14,185
"2",2,"Test Team 1",2020-01-13,2020-01-15,1,2,"Critical","2019-03-14",3,186
"2",2,"Test Team 1",2020-01-12,2020-01-14,1,2,"Critical","2019-12-14",2,187
"2",2,"Test Team 1",2020-01-14,2020-09-01,1,231,"High","2019-08-21",35,188
"2",2,"Test Team 1",2020-01-12,2020-02-09,1,28,"High","2019-01-31",6,189
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-10-14",53,190
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-08-14",53,191
"2",2,"Test Team 1",2020-01-13,2020-02-18,1,36,"Critical","2019-09-30",7,192
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-03-20",53,193
"2",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2019-06-06",3,194
"2",2,"Test Team 1",2020-01-13,2020-01-27,1,14,"High","2017-11-19",4,195
"2",2,"Test Team 1",2020-01-14,2020-03-29,1,75,"Critical","2019-01-15",13,196
"2",2,"Test Team 1",2020-01-13,2020-04-14,1,92,"High","2019-10-19",15,197
"2",2,"Test Team 1",2020-01-14,2020-02-10,1,27,"Critical","2019-03-18",6,198
"2",2,"Test Team 1",2020-01-14,2020-05-26,1,133,"High","2019-01-29",21,199
"2",2,"Test Team 1",2020-01-13,2020-03-15,1,62,"Critical","2019-12-23",11,200
"3",2,"Test Team 1",2020-01-14,2020-04-14,1,91,"High","2018-08-02",15,201
"3",2,"Test Team 1",2020-01-13,2020-04-14,1,92,"Critical","2019-12-07",15,202
"3",2,"Test Team 1",2020-01-14,2020-02-04,1,21,"High","2019-03-03",5,203
"3",2,"Test Team 1",2020-01-14,2020-06-23,1,161,"Critical","2019-08-13",25,204
"3",2,"Test Team 1",2020-01-14,2020-02-11,1,28,"Critical","2019-07-04",6,205
"3",2,"Test Team 1",2020-01-12,2020-09-13,1,245,"High","2020-01-10",37,206
"3",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"High","2019-04-22",3,207
"3",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2019-04-23",3,208
"3",2,"Test Team 1",2020-01-14,2020-04-07,1,84,"High","2019-06-16",14,209
"3",2,"Test Team 1",2020-01-13,2020-11-24,1,316,"Critical","2019-03-23",47,210
"3",2,"Test Team 1",2020-01-14,2020-05-26,1,133,"Critical","2019-10-21",21,211
"3",2,"Test Team 1",2020-01-13,2020-06-16,1,155,"High","2017-02-09",24,212
"3",2,"Test Team 1",2020-01-14,2020-12-20,1,341,"Critical","2019-08-04",51,213
"3",2,"Test Team 1",2020-01-14,2020-04-27,1,104,"High","2018-12-26",17,214
"3",2,"Test Team 1",2020-01-14,2020-07-07,1,175,"High","2019-12-20",27,215
"3",2,"Test Team 1",2020-01-14,2020-04-12,1,89,"Critical","2019-03-08",15,216
"3",2,"Test Team 1",2020-01-14,2020-02-20,1,37,"High","2019-03-05",8,217
"3",2,"Test Team 1",2020-01-14,2020-04-20,1,97,"Critical","2019-05-21",16,218
"3",2,"Test Team 1",2020-01-14,2020-01-28,1,14,"Critical","2015-08-11",4,219
"4",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-05-08",53,220
"4",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-11-03",53,221
"4",2,"Test Team 1",2020-01-14,2020-11-24,1,315,"Critical","2019-07-07",47,222
"4",2,"Test Team 1",2020-01-14,2020-05-19,1,126,"High","2019-11-04",20,223
"4",2,"Test Team 1",2020-01-14,2020-06-09,1,147,"Critical","2019-12-11",23,224
"4",2,"Test Team 1",2020-01-14,2020-02-04,1,21,"High","2019-05-11",5,225
"4",2,"Test Team 1",2020-01-12,2021-01-01,0,355,"Critical","2019-05-01",53,226
"4",2,"Test Team 1",2020-01-12,2020-02-04,1,23,"Critical","2019-12-29",5,227
"4",2,"Test Team 1",2020-01-14,2020-02-04,1,21,"High","2018-04-26",5,228
"4",2,"Test Team 1",2020-01-13,2020-06-09,1,148,"High","2019-06-27",23,229
"4",2,"Test Team 1",2020-01-14,2020-07-21,1,189,"Critical","2019-12-01",29,230
"4",2,"Test Team 1",2020-01-14,2020-02-18,1,35,"High","2018-12-19",7,231
"4",2,"Test Team 1",2020-01-14,2020-01-27,1,13,"High","2019-07-03",4,232
"4",2,"Test Team 1",2020-01-14,2020-08-11,1,210,"High","2020-01-11",32,233
"4",2,"Test Team 1",2020-01-13,2021-01-01,0,354,"High","2019-02-18",53,234
"4",2,"Test Team 1",2020-01-14,2020-12-22,1,343,"Critical","2019-07-11",51,235
"4",2,"Test Team 1",2020-01-14,2020-06-22,1,160,"Critical","2019-10-29",25,236
"4",2,"Test Team 1",2020-01-13,2020-05-12,1,120,"Critical","2018-10-30",19,237
"4",2,"Test Team 1",2020-01-12,2020-05-19,1,128,"High","2019-06-05",20,238
"4",2,"Test Team 1",2020-01-14,2020-06-02,1,140,"Critical","2019-04-06",22,239
"4",2,"Test Team 1",2020-01-14,2020-05-18,1,125,"High","2017-09-04",20,240
"4",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-09-01",53,241
"5",2,"Test Team 1",2020-01-14,2020-12-01,1,322,"Critical","2019-06-14",48,242
"5",2,"Test Team 1",2020-01-14,2020-06-09,1,147,"Critical","2019-05-09",23,243
"5",2,"Test Team 1",2020-01-14,2020-08-31,1,230,"High","2019-04-18",35,244
"5",2,"Test Team 1",2020-01-12,2020-11-03,1,296,"Critical","2019-02-01",44,245
"5",2,"Test Team 1",2020-01-14,2020-04-28,1,105,"High","2018-11-13",17,246
"5",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-07-19",53,247
"5",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-01-17",53,248
"5",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2019-01-29",3,249
"5",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"High","2019-03-11",3,250
"5",2,"Test Team 1",2020-01-13,2020-11-02,1,294,"High","2016-08-07",44,251
"5",2,"Test Team 1",2020-01-12,2020-04-26,1,105,"Critical","2019-07-25",17,252
"5",2,"Test Team 1",2020-01-12,2020-12-08,1,331,"High","2019-06-13",49,253
"5",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-01-19",53,254
"5",2,"Test Team 1",2020-01-14,2020-05-19,1,126,"High","2018-08-27",20,255
"5",2,"Test Team 1",2020-01-12,2021-01-01,0,355,"High","2019-03-17",53,256
"5",2,"Test Team 1",2020-01-14,2020-02-17,1,34,"High","2019-11-22",7,257
"5",2,"Test Team 1",2020-01-13,2020-01-14,1,1,"Critical","2019-06-28",2,258
"5",2,"Test Team 1",2020-01-14,2020-06-22,1,160,"High","2019-05-04",25,259
"5",2,"Test Team 1",2020-01-13,2020-01-14,1,1,"High","2019-12-26",2,260
"5",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-02-09",53,261
"5",2,"Test Team 1",2020-01-14,2020-05-24,1,131,"Critical","2019-12-07",21,262
"5",2,"Test Team 1",2020-01-14,2020-01-27,1,13,"Critical","2018-02-11",4,263
"6",2,"Test Team 1",2020-01-12,2020-02-18,1,37,"High","2017-07-16",7,264
"6",2,"Test Team 1",2020-01-14,2020-01-28,1,14,"Critical","2019-06-13",4,265
"7",2,"Test Team 1",2020-01-13,2020-08-04,1,204,"Critical","2019-11-18",31,266
"7",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-02-12",53,267
"7",2,"Test Team 1",2020-01-14,2020-11-10,1,301,"Critical","2019-03-03",45,268
"7",2,"Test Team 1",2020-01-12,2020-04-21,1,100,"Critical","2019-05-20",16,269
"7",2,"Test Team 1",2020-01-14,2020-08-18,1,217,"Critical","2019-11-29",33,270
"7",2,"Test Team 1",2020-01-14,2020-05-05,1,112,"Critical","2018-05-29",18,271
"7",2,"Test Team 1",2020-01-14,2020-08-31,1,230,"Critical","2019-06-28",35,272
"7",2,"Test Team 1",2020-01-14,2020-08-18,1,217,"Critical","2019-11-26",33,273
"7",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2018-06-06",53,274
"7",2,"Test Team 1",2020-01-13,2020-05-26,1,134,"Critical","2019-06-09",21,275
"7",2,"Test Team 1",2020-01-14,2020-01-28,1,14,"High","2019-05-04",4,276
"7",2,"Test Team 1",2020-01-13,2021-01-01,0,354,"High","2018-06-06",53,277
"7",2,"Test Team 1",2020-01-14,2020-02-04,1,21,"Critical","2018-09-23",5,278
"7",2,"Test Team 1",2020-01-14,2020-05-04,1,111,"High","2019-09-11",18,279
"7",2,"Test Team 1",2020-01-14,2020-02-25,1,42,"High","2019-05-02",8,280
"7",2,"Test Team 1",2020-01-13,2020-02-04,1,22,"Critical","2019-12-26",5,281
"7",2,"Test Team 1",2020-01-12,2020-02-14,1,33,"Critical","2018-06-21",7,282
"7",2,"Test Team 1",2020-01-14,2020-02-04,1,21,"Critical","2019-07-04",5,283
"7",2,"Test Team 1",2020-01-14,2020-02-27,1,44,"Critical","2018-05-21",9,284
"7",2,"Test Team 1",2020-01-14,2020-02-04,1,21,"Critical","2019-03-18",5,285
"7",2,"Test Team 1",2020-01-14,2020-04-14,1,91,"High","2020-01-07",15,286
"7",2,"Test Team 1",2020-01-13,2020-06-30,1,169,"Critical","2019-08-30",26,287
"7",2,"Test Team 1",2020-01-12,2020-02-25,1,44,"High","2019-08-09",8,288
"7",2,"Test Team 1",2020-01-14,2020-09-08,1,238,"High","2019-02-18",36,289
"7",2,"Test Team 1",2020-01-14,2020-10-13,1,273,"Critical","2019-04-02",41,290
"7",2,"Test Team 1",2020-01-14,2020-04-14,1,91,"High","2019-10-17",15,291
"7",2,"Test Team 1",2020-01-14,2020-01-21,1,7,"Critical","2019-03-10",3,292
"7",2,"Test Team 1",2020-01-14,2020-06-30,1,168,"Critical","2019-12-11",26,293
"8",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2017-09-09",53,294
"8",2,"Test Team 1",2020-01-14,2020-06-09,1,147,"Critical","2019-08-06",23,295
"8",2,"Test Team 1",2020-01-14,2020-05-26,1,133,"High","2019-09-22",21,296
"8",2,"Test Team 1",2020-01-14,2020-03-31,1,77,"High","2018-06-15",13,297
"8",2,"Test Team 1",2020-01-13,2021-01-01,0,354,"Critical","2019-04-13",53,298
"8",2,"Test Team 1",2020-01-12,2020-04-14,1,93,"Critical","2018-02-09",15,299
"8",2,"Test Team 1",2020-01-12,2021-01-01,0,355,"High","2019-09-27",53,300
"8",2,"Test Team 1",2020-01-14,2020-01-14,1,0,"Critical","2019-12-26",2,301
