"team","week","group","first.seen","last.seen","status","time.diff","severity","vuln.date","week.end","id"
"2",1,"Test Team 1",2020-01-07,2020-04-28,1,112,"High","2019-12-16",17,33
"2",1,"Test Team 1",2020-01-07,2020-05-12,1,126,"Critical","2019-07-21",19,34
"2",1,"Test Team 1",2020-01-05,2020-02-11,1,37,"High","2019-02-21",6,35
"2",1,"Test Team 1",2020-01-05,2021-01-01,0,362,"High","2019-09-29",53,36
"3",1,"Test Team 1",2020-01-07,2020-01-08,1,1,"Critical","2019-02-22",2,37
"3",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-08-20",53,38
"3",1,"Test Team 1",2020-01-05,2020-01-07,1,2,"Extreme","2019-04-03",1,39
"3",1,"Test Team 1",2020-01-07,2020-01-07,1,0,"Critical","2017-08-18",1,40
"3",1,"Test Team 1",2020-01-07,2020-10-20,1,287,"High","2019-08-25",42,41
"3",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-04-04",53,42
"3",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-08-01",53,43
"3",1,"Test Team 1",2020-01-07,2020-07-07,1,182,"High","2019-08-06",27,44
"3",1,"Test Team 1",2020-01-07,2020-03-03,1,56,"High","2019-02-19",9,45
"3",1,"Test Team 1",2020-01-07,2020-12-20,1,348,"High","2019-10-03",51,46
"3",1,"Test Team 1",2020-01-06,2020-08-25,1,232,"High","2019-07-30",34,47
"4",1,"Test Team 1",2020-01-07,2020-05-19,1,133,"High","2019-05-02",20,48
"4",1,"Test Team 1",2020-01-05,2020-02-04,1,30,"Critical","2019-02-20",5,49
"5",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-04-13",53,50
"5",1,"Test Team 1",2020-01-05,2020-05-12,1,128,"High","2016-05-03",19,51
"5",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-07-18",53,52
"5",1,"Test Team 1",2020-01-07,2020-10-13,1,280,"High","2016-03-01",41,53
"5",1,"Test Team 1",2020-01-07,2020-02-03,1,27,"Critical","2020-01-05",5,54
"5",1,"Test Team 1",2020-01-05,2020-02-04,1,30,"Critical","2018-12-28",5,55
"5",1,"Test Team 1",2020-01-07,2020-05-12,1,126,"High","2019-09-28",19,56
"5",1,"Test Team 1",2020-01-07,2020-09-08,1,245,"High","2019-11-21",36,57
"5",1,"Test Team 1",2020-01-07,2020-05-12,1,126,"Critical","2019-04-26",19,58
"5",1,"Test Team 1",2020-01-07,2020-12-15,1,343,"High","2019-11-15",50,59
"5",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-03-25",53,60
"5",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-08-05",53,61
"5",1,"Test Team 1",2020-01-07,2020-02-05,1,29,"Critical","2019-09-20",6,62
"5",1,"Test Team 1",2020-01-07,2020-05-05,1,119,"High","2017-03-28",18,63
"6",1,"Test Team 1",2020-01-07,2020-04-12,1,96,"Critical","2019-10-24",15,64
"6",1,"Test Team 1",2020-01-07,2020-05-26,1,140,"Critical","2019-04-16",21,65
"6",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2018-09-27",53,66
"6",1,"Test Team 1",2020-01-07,2020-01-28,1,21,"Critical","2018-11-02",4,67
"7",1,"Test Team 1",2020-01-07,2020-07-07,1,182,"Critical","2019-08-16",27,68
"7",1,"Test Team 1",2020-01-07,2020-06-16,1,161,"High","2019-08-12",24,69
"7",1,"Test Team 1",2020-01-07,2020-02-18,1,42,"High","2018-06-30",7,70
"7",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-01-26",53,71
"7",1,"Test Team 1",2020-01-07,2020-04-14,1,98,"High","2019-04-27",15,72
"7",1,"Test Team 1",2020-01-06,2020-01-07,1,1,"Critical","2019-03-15",1,73
"7",1,"Test Team 1",2020-01-05,2020-01-14,1,9,"Critical","2018-05-16",2,74
"7",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-12-06",53,75
"7",1,"Test Team 1",2020-01-07,2020-04-19,1,103,"High","2018-05-19",16,76
"7",1,"Test Team 1",2020-01-06,2020-01-14,1,8,"High","2019-10-18",2,77
"7",1,"Test Team 1",2020-01-05,2021-01-01,0,362,"Critical","2019-10-24",53,78
"7",1,"Test Team 1",2020-01-07,2020-01-12,1,5,"Extreme","2018-07-30",2,79
"7",1,"Test Team 1",2020-01-07,2020-01-08,1,1,"High","2019-07-02",2,80
"7",1,"Test Team 1",2020-01-07,2020-01-08,1,1,"Critical","2018-02-26",2,81
"7",1,"Test Team 1",2020-01-07,2020-04-20,1,104,"Critical","2019-03-23",16,82
"7",1,"Test Team 1",2020-01-05,2020-01-08,1,3,"Critical","2019-08-14",2,83
"7",1,"Test Team 1",2020-01-07,2020-04-07,1,91,"High","2019-06-03",14,84
"7",1,"Test Team 1",2020-01-07,2020-01-08,1,1,"Critical","2019-07-20",2,85
"7",1,"Test Team 1",2020-01-07,2020-05-12,1,126,"High","2019-12-05",19,86
"8",1,"Test Team 1",2020-01-07,2020-02-16,1,40,"High","2016-09-26",7,87
"8",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-11-07",53,88
"8",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-10-25",53,89
"8",1,"Test Team 1",2020-01-07,2020-03-03,1,56,"Critical","2019-02-28",9,90
"8",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2018-08-10",53,91
"8",1,"Test Team 1",2020-01-07,2020-02-10,1,34,"Critical","2019-11-30",6,92
"8",1,"Test Team 1",2020-01-07,2020-01-07,1,0,"Critical","2019-06-28",1,93
"8",1,"Test Team 1",2020-01-07,2020-08-04,1,210,"High","2019-05-01",31,94
"8",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-12-27",53,95
"8",1,"Test Team 1",2020-01-07,2020-10-18,1,285,"Critical","2019-07-19",42,96
"8",1,"Test Team 1",2020-01-06,2020-09-01,1,239,"High","2019-12-19",35,97
"8",1,"Test Team 1",2020-01-07,2020-02-18,1,42,"High","2018-02-27",7,98
"8",1,"Test Team 1",2020-01-05,2020-02-18,1,44,"High","2019-05-13",7,99
"8",1,"Test Team 1",2020-01-07,2020-03-10,1,63,"High","2019-11-11",10,100
"8",1,"Test Team 1",2020-01-06,2020-02-18,1,43,"Critical","2019-10-21",7,101
"8",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"Critical","2019-11-26",53,102
"8",1,"Test Team 1",2020-01-06,2020-05-31,1,146,"Critical","2019-12-25",22,103
"8",1,"Test Team 1",2020-01-06,2020-07-21,1,197,"High","2019-04-02",29,104
"8",1,"Test Team 1",2020-01-05,2020-01-07,1,2,"Critical","2019-06-16",1,105
"8",1,"Test Team 1",2020-01-05,2020-01-15,1,10,"High","2019-10-31",3,106
"9",1,"Test Team 1",2020-01-06,2020-04-05,1,90,"High","2019-08-23",14,107
"9",1,"Test Team 1",2020-01-07,2020-07-28,1,203,"High","2019-09-23",30,108
"9",1,"Test Team 1",2020-01-07,2020-01-21,1,14,"Critical","2019-12-21",3,109
"9",1,"Test Team 1",2020-01-07,2020-12-15,1,343,"High","2019-04-01",50,110
"9",1,"Test Team 1",2020-01-05,2020-04-28,1,114,"Critical","2019-05-17",17,111
"9",1,"Test Team 1",2020-01-07,2020-07-14,1,189,"High","2019-05-14",28,112
"9",1,"Test Team 1",2020-01-07,2020-03-03,1,56,"Critical","2019-09-19",9,113
"9",1,"Test Team 1",2020-01-07,2020-03-01,1,54,"Critical","2019-10-18",9,114
"9",1,"Test Team 1",2020-01-06,2020-04-28,1,113,"High","2019-09-24",17,115
"9",1,"Test Team 1",2020-01-06,2020-09-08,1,246,"Critical","2018-06-04",36,116
"9",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-02-23",53,117
"10",1,"Test Team 1",2020-01-07,2020-09-01,1,238,"High","2019-02-04",35,118
"10",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-09-08",53,119
"10",1,"Test Team 1",2020-01-05,2020-04-07,1,93,"High","2019-09-15",14,120
"10",1,"Test Team 1",2020-01-07,2020-02-25,1,49,"Critical","2019-07-22",8,121
"10",1,"Test Team 1",2020-01-06,2020-01-06,1,0,"Critical","2018-12-24",1,122
"10",1,"Test Team 1",2020-01-07,2020-05-05,1,119,"High","2019-03-28",18,123
"10",1,"Test Team 1",2020-01-07,2020-01-21,1,14,"High","2019-05-08",3,124
"10",1,"Test Team 1",2020-01-06,2020-01-08,1,2,"Critical","2019-02-22",2,125
"10",1,"Test Team 1",2020-01-07,2020-04-07,1,91,"High","2019-07-17",14,126
"10",1,"Test Team 1",2020-01-07,2020-01-21,1,14,"Critical","2019-03-08",3,127
"10",1,"Test Team 1",2020-01-07,2020-02-16,1,40,"Critical","2019-05-14",7,128
"10",1,"Test Team 1",2020-01-07,2020-05-04,1,118,"High","2019-12-18",18,129
"10",1,"Test Team 1",2020-01-07,2020-05-05,1,119,"High","2019-01-07",18,130
"10",1,"Test Team 1",2020-01-07,2021-01-01,0,360,"High","2019-01-16",53,131
"10",1,"Test Team 1",2020-01-07,2020-06-30,1,175,"Critical","2019-09-19",26,132
"10",1,"Test Team 1",2020-01-06,2020-01-20,1,14,"High","2019-07-08",3,133
"1",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2019-05-27",3,134
"1",2,"Test Team 1",2020-01-14,2020-01-14,1,0,"Critical","2018-11-16",2,135
"1",2,"Test Team 1",2020-01-14,2020-04-28,1,105,"Critical","2019-10-28",17,136
"1",2,"Test Team 1",2020-01-14,2020-01-14,1,0,"Critical","2019-05-10",2,137
"1",2,"Test Team 1",2020-01-13,2021-01-01,0,354,"Critical","2019-05-10",53,138
"1",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"High","2017-02-08",3,139
"1",2,"Test Team 1",2020-01-13,2020-06-21,1,160,"High","2019-10-01",25,140
"1",2,"Test Team 1",2020-01-14,2020-01-14,1,0,"Critical","2019-09-07",2,141
"1",2,"Test Team 1",2020-01-13,2020-02-16,1,34,"Critical","2019-03-17",7,142
"1",2,"Test Team 1",2020-01-12,2020-07-28,1,198,"Critical","2019-05-11",30,143
"1",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"High","2015-11-20",3,144
"1",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-07-12",53,145
"1",2,"Test Team 1",2020-01-14,2020-10-13,1,273,"High","2019-07-08",41,146
"1",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-04-09",53,147
"1",2,"Test Team 1",2020-01-14,2020-02-18,1,35,"Critical","2019-04-06",7,148
"1",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-04-22",53,149
"1",2,"Test Team 1",2020-01-12,2020-01-15,1,3,"Critical","2019-02-11",3,150
"1",2,"Test Team 1",2020-01-14,2020-07-05,1,173,"Critical","2018-10-16",27,151
"1",2,"Test Team 1",2020-01-13,2020-01-21,1,8,"High","2019-03-18",3,152
"1",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-04-27",53,153
"2",2,"Test Team 1",2020-01-14,2020-09-01,1,231,"High","2019-05-25",35,154
"2",2,"Test Team 1",2020-01-14,2020-10-11,1,271,"High","2020-01-07",41,155
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-07-18",53,156
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-11-20",53,157
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-03-11",53,158
"2",2,"Test Team 1",2020-01-12,2020-04-13,1,92,"Critical","2019-03-24",15,159
"2",2,"Test Team 1",2020-01-14,2020-05-26,1,133,"Critical","2019-02-26",21,160
"2",2,"Test Team 1",2020-01-14,2020-08-04,1,203,"High","2019-11-02",31,161
"2",2,"Test Team 1",2020-01-14,2020-07-13,1,181,"High","2019-03-26",28,162
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-04-11",53,163
"2",2,"Test Team 1",2020-01-14,2020-06-16,1,154,"Critical","2019-03-04",24,164
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2018-07-31",53,165
"2",2,"Test Team 1",2020-01-14,2020-03-24,1,70,"High","2018-09-04",12,166
"2",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-07-04",53,167
"2",2,"Test Team 1",2020-01-14,2020-03-03,1,49,"Critical","2016-10-02",9,168
"2",2,"Test Team 1",2020-01-12,2021-01-01,0,355,"High","2019-09-19",53,169
"2",2,"Test Team 1",2020-01-14,2020-06-09,1,147,"Critical","2019-09-14",23,170
"2",2,"Test Team 1",2020-01-13,2020-03-15,1,62,"High","2019-06-17",11,171
"3",2,"Test Team 1",2020-01-14,2020-05-05,1,112,"High","2017-07-07",18,172
"3",2,"Test Team 1",2020-01-14,2020-02-17,1,34,"High","2019-12-02",7,173
"3",2,"Test Team 1",2020-01-14,2020-06-09,1,147,"High","2017-06-02",23,174
"3",2,"Test Team 1",2020-01-14,2020-04-28,1,105,"High","2019-06-23",17,175
"3",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-07-11",53,176
"3",2,"Test Team 1",2020-01-14,2020-01-15,1,1,"Critical","2018-09-25",3,177
"3",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-08-13",53,178
"3",2,"Test Team 1",2020-01-12,2020-10-18,1,280,"High","2019-08-21",42,179
"3",2,"Test Team 1",2020-01-12,2020-04-14,1,93,"High","2019-04-21",15,180
"3",2,"Test Team 1",2020-01-14,2020-09-06,1,236,"High","2017-09-08",36,181
"3",2,"Test Team 1",2020-01-12,2021-01-01,0,355,"Critical","2018-09-11",53,182
"3",2,"Test Team 1",2020-01-13,2020-03-31,1,78,"High","2019-12-04",13,183
"3",2,"Test Team 1",2020-01-14,2020-11-17,1,308,"Critical","2019-06-29",46,184
"3",2,"Test Team 1",2020-01-14,2020-11-09,1,300,"Critical","2020-01-05",45,185
"3",2,"Test Team 1",2020-01-14,2020-03-10,1,56,"Critical","2019-01-20",10,186
"3",2,"Test Team 1",2020-01-14,2020-02-11,1,28,"Critical","2019-07-30",6,187
"3",2,"Test Team 1",2020-01-14,2020-04-28,1,105,"Critical","2019-12-05",17,188
"3",2,"Test Team 1",2020-01-14,2020-06-16,1,154,"High","2019-05-06",24,189
"3",2,"Test Team 1",2020-01-14,2020-08-23,1,222,"High","2017-04-10",34,190
"3",2,"Test Team 1",2020-01-12,2020-06-09,1,149,"Critical","2019-05-13",23,191
"3",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-10-13",53,192
"4",2,"Test Team 1",2020-01-14,2020-03-03,1,49,"High","2019-12-11",9,193
"5",2,"Test Team 1",2020-01-13,2021-01-01,0,354,"Critical","2019-11-11",53,194
"5",2,"Test Team 1",2020-01-13,2020-11-15,1,307,"Critical","2019-02-05",46,195
"6",2,"Test Team 1",2020-01-14,2020-04-07,1,84,"Critical","2018-12-19",14,196
"6",2,"Test Team 1",2020-01-14,2020-03-31,1,77,"High","2019-09-06",13,197
"6",2,"Test Team 1",2020-01-13,2020-10-13,1,274,"High","2019-06-22",41,198
"6",2,"Test Team 1",2020-01-12,2020-04-07,1,86,"Critical","2019-08-08",14,199
"6",2,"Test Team 1",2020-01-14,2020-12-22,1,343,"High","2018-12-09",51,200
"6",2,"Test Team 1",2020-01-14,2020-06-02,1,140,"Critical","2019-07-28",22,201
"6",2,"Test Team 1",2020-01-14,2020-06-02,1,140,"High","2019-12-07",22,202
"7",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"High","2019-11-23",53,203
"7",2,"Test Team 1",2020-01-12,2021-01-01,0,355,"High","2019-12-25",53,204
"7",2,"Test Team 1",2020-01-14,2020-04-12,1,89,"Critical","2019-04-17",15,205
"7",2,"Test Team 1",2020-01-12,2020-12-06,1,329,"Critical","2019-02-11",49,206
"7",2,"Test Team 1",2020-01-14,2020-02-25,1,42,"High","2019-09-27",8,207
"7",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2018-10-21",53,208
"7",2,"Test Team 1",2020-01-14,2020-02-11,1,28,"Critical","2019-05-01",6,209
"7",2,"Test Team 1",2020-01-14,2020-10-13,1,273,"Critical","2019-02-28",41,210
"8",2,"Test Team 1",2020-01-14,2020-03-03,1,49,"Critical","2019-12-28",9,211
"8",2,"Test Team 1",2020-01-14,2020-04-12,1,89,"High","2019-07-25",15,212
"8",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-02-04",53,213
"8",2,"Test Team 1",2020-01-13,2020-03-24,1,71,"Critical","2019-04-04",12,214
"8",2,"Test Team 1",2020-01-14,2020-09-01,1,231,"High","2019-10-28",35,215
"8",2,"Test Team 1",2020-01-14,2021-01-01,0,353,"Critical","2019-07-20",53,216
"9",2,"Test Team 1",2020-01-14,2020-06-09,1,147,"High","2018-03-08",23,217
"9",2,"Test Team 1",2020-01-14,2020-02-25,1,42,"Critical","2019-08-21",8,218
"10",2,"Test Team 1",2020-01-12,2020-01-28,1,16,"Critical","2019-09-24",4,219
"10",2,"Test Team 1",2020-01-14,2020-02-18,1,35,"High","2019-11-08",7,220
"10",2,"Test Team 1",2020-01-14,2020-01-28,1,14,"Critical","2019-02-03",4,221
"1",3,"Test Team 1",2020-01-21,2020-08-25,1,217,"High","2019-02-01",34,222
"1",3,"Test Team 1",2020-01-21,2020-10-12,1,265,"High","2019-08-14",41,223
"1",3,"Test Team 1",2020-01-19,2020-05-26,1,128,"Critical","2017-06-06",21,224
"1",3,"Test Team 1",2020-01-20,2020-01-21,1,1,"Critical","2019-03-28",3,225
"1",3,"Test Team 1",2020-01-21,2020-02-18,1,28,"Critical","2018-11-26",7,226
"1",3,"Test Team 1",2020-01-20,2020-08-18,1,211,"Critical","2018-07-17",33,227
"1",3,"Test Team 1",2020-01-21,2020-06-23,1,154,"High","2019-04-10",25,228
"1",3,"Test Team 1",2020-01-21,2020-11-10,1,294,"Critical","2019-08-26",45,229
"1",3,"Test Team 1",2020-01-21,2020-08-11,1,203,"High","2019-09-28",32,230
"1",3,"Test Team 1",2020-01-21,2020-02-11,1,21,"High","2019-11-21",6,231
"1",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2018-08-14",53,232
"1",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2019-08-16",53,233
"1",3,"Test Team 1",2020-01-21,2020-11-22,1,306,"Critical","2019-02-09",47,234
"1",3,"Test Team 1",2020-01-21,2020-04-05,1,75,"Critical","2019-04-18",14,235
"2",3,"Test Team 1",2020-01-19,2020-11-10,1,296,"High","2018-08-13",45,236
"2",3,"Test Team 1",2020-01-21,2020-04-28,1,98,"Critical","2019-08-12",17,237
"2",3,"Test Team 1",2020-01-21,2020-04-28,1,98,"Critical","2019-11-11",17,238
"2",3,"Test Team 1",2020-01-21,2020-06-22,1,153,"High","2019-02-18",25,239
"2",3,"Test Team 1",2020-01-21,2020-09-29,1,252,"Critical","2019-05-11",39,240
"2",3,"Test Team 1",2020-01-21,2020-01-21,1,0,"Critical","2018-08-01",3,241
"2",3,"Test Team 1",2020-01-21,2020-10-18,1,271,"High","2019-12-29",42,242
"2",3,"Test Team 1",2020-01-21,2020-07-19,1,180,"Critical","2019-07-27",29,243
"2",3,"Test Team 1",2020-01-21,2020-05-12,1,112,"Critical","2019-10-01",19,244
"2",3,"Test Team 1",2020-01-21,2020-11-10,1,294,"High","2019-08-22",45,245
"2",3,"Test Team 1",2020-01-21,2020-07-07,1,168,"Critical","2019-02-28",27,246
"2",3,"Test Team 1",2020-01-20,2021-01-01,0,347,"Critical","2019-10-24",53,247
"2",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2019-05-21",53,248
"2",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"Critical","2019-10-14",53,249
"2",3,"Test Team 1",2020-01-21,2020-04-12,1,82,"Critical","2019-02-27",15,250
"2",3,"Test Team 1",2020-01-21,2020-05-19,1,119,"Critical","2019-10-08",20,251
"2",3,"Test Team 1",2020-01-21,2020-03-10,1,49,"High","2019-02-04",10,252
"2",3,"Test Team 1",2020-01-20,2020-04-27,1,98,"Critical","2019-08-22",17,253
"2",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2019-09-13",53,254
"2",3,"Test Team 1",2020-01-21,2020-01-21,1,0,"Critical","2019-06-15",3,255
"2",3,"Test Team 1",2020-01-21,2020-07-28,1,189,"High","2019-07-17",30,256
"2",3,"Test Team 1",2020-01-20,2021-01-01,0,347,"Critical","2019-02-16",53,257
"2",3,"Test Team 1",2020-01-21,2020-03-03,1,42,"High","2019-02-06",9,258
"2",3,"Test Team 1",2020-01-21,2020-03-10,1,49,"Critical","2019-10-08",10,259
"2",3,"Test Team 1",2020-01-21,2020-02-11,1,21,"High","2019-07-04",6,260
"2",3,"Test Team 1",2020-01-21,2020-01-27,1,6,"Critical","2019-04-23",4,261
"2",3,"Test Team 1",2020-01-19,2020-03-29,1,70,"High","2019-11-18",13,262
"2",3,"Test Team 1",2020-01-21,2020-01-28,1,7,"Critical","2019-04-10",4,263
"3",3,"Test Team 1",2020-01-21,2020-10-13,1,266,"High","2019-11-13",41,264
"3",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"Critical","2019-11-16",53,265
"3",3,"Test Team 1",2020-01-21,2020-01-28,1,7,"Critical","2020-01-02",4,266
"3",3,"Test Team 1",2020-01-20,2020-05-19,1,120,"High","2020-01-02",20,267
"3",3,"Test Team 1",2020-01-19,2021-01-01,0,348,"High","2018-10-11",53,268
"3",3,"Test Team 1",2020-01-21,2020-09-29,1,252,"High","2019-02-18",39,269
"3",3,"Test Team 1",2020-01-21,2020-11-22,1,306,"High","2019-09-01",47,270
"3",3,"Test Team 1",2020-01-21,2020-03-02,1,41,"High","2019-03-23",9,271
"3",3,"Test Team 1",2020-01-21,2020-04-28,1,98,"High","2018-07-25",17,272
"3",3,"Test Team 1",2020-01-21,2020-11-10,1,294,"Critical","2019-07-27",45,273
"3",3,"Test Team 1",2020-01-20,2020-03-10,1,50,"Critical","2019-08-16",10,274
"3",3,"Test Team 1",2020-01-21,2020-04-28,1,98,"Critical","2019-04-28",17,275
"3",3,"Test Team 1",2020-01-21,2020-10-06,1,259,"High","2019-03-30",40,276
"3",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2018-04-14",53,277
"3",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2017-09-04",53,278
"3",3,"Test Team 1",2020-01-21,2020-02-17,1,27,"High","2019-05-19",7,279
"3",3,"Test Team 1",2020-01-21,2020-04-05,1,75,"High","2018-05-10",14,280
"3",3,"Test Team 1",2020-01-19,2020-02-16,1,28,"Critical","2019-12-25",7,281
"3",3,"Test Team 1",2020-01-21,2020-08-25,1,217,"Critical","2019-03-28",34,282
"3",3,"Test Team 1",2020-01-21,2020-06-07,1,138,"High","2018-02-04",23,283
"3",3,"Test Team 1",2020-01-20,2020-09-15,1,239,"Critical","2019-04-26",37,284
"3",3,"Test Team 1",2020-01-21,2020-03-24,1,63,"High","2019-03-06",12,285
"3",3,"Test Team 1",2020-01-21,2020-01-28,1,7,"Critical","2020-01-15",4,286
"3",3,"Test Team 1",2020-01-21,2020-06-16,1,147,"Critical","2019-03-22",24,287
"3",3,"Test Team 1",2020-01-20,2021-01-01,0,347,"Critical","2019-06-16",53,288
"3",3,"Test Team 1",2020-01-21,2020-12-07,1,321,"High","2019-10-06",49,289
"3",3,"Test Team 1",2020-01-21,2020-08-16,1,208,"Critical","2019-11-08",33,290
"3",3,"Test Team 1",2020-01-20,2021-01-01,0,347,"High","2019-07-16",53,291
"3",3,"Test Team 1",2020-01-19,2021-01-01,0,348,"Critical","2019-05-28",53,292
"3",3,"Test Team 1",2020-01-21,2020-09-07,1,230,"Critical","2020-01-18",36,293
"3",3,"Test Team 1",2020-01-21,2021-01-01,0,346,"High","2019-12-15",53,294
"4",3,"Test Team 1",2020-01-20,2020-01-21,1,1,"High","2019-11-04",3,295
"4",3,"Test Team 1",2020-01-21,2020-01-22,1,1,"Critical","2019-09-29",4,296
"4",3,"Test Team 1",2020-01-21,2020-06-16,1,147,"High","2019-03-02",24,297
"4",3,"Test Team 1",2020-01-21,2020-06-08,1,139,"High","2019-03-14",23,298
"4",3,"Test Team 1",2020-01-21,2020-06-15,1,146,"High","2020-01-19",24,299
"4",3,"Test Team 1",2020-01-20,2020-08-16,1,209,"Critical","2019-07-21",33,300
"4",3,"Test Team 1",2020-01-21,2020-02-18,1,28,"High","2019-03-02",7,301
"4",3,"Test Team 1",2020-01-20,2020-02-04,1,15,"High","2019-02-03",5,302
